primary ప్రథమ
differently భిన్నంగా
jews యూదులు
vitamin విటమిన్
viewers సందర్శకులను
marital సంసార
measurement పరిమాణం
for నిమిత్తం
shaista షాయిస్తా
you నీవే
list పట్టి
moreover పైగా
it దీనిని
special విశిష్టత
settled స్థిరపడ్డారు
prophesied ప్రవచించిన
gender జాతికి
officials అధికారులు
birla బిర్లా
provided అందించే
pages పేజీలు
crores కోట్ల
butterfly సాలెపురుగు
devanagari దేవనాగరి
relatives చట్టాలు
healthy ఆరోగ్యం
were ఏది
intercourse సంయోగం
energy ఎనర్జీ
navy నేవీ
godly దైవ
mix కలుపుతూ
given బడ్డాయి
night రాత్రి
rivers నదులు
start ప్రారంభం
jews యూదుల
ladies మహిళలకు
sunil సునీల్
previously ఇదివరకు
explanations వివరములు
story కథను
republic గణతంత్రం
cities పట్టణాలకు
parts భాగాలను
kanchana కాంచన
rule శాసనం
state రాజ్యానికి
house ఇంటి
made చేసింది
young యువ
tradition సంప్రదాయ
aspects రంగాలలో
constructions కట్టడాలు
understand గ్రహించిన
speaking మాటల
with గారితో
mahatma మహాత్మా
answers సమాధానం
scientist శాస్త్రజ్ఞుడు
times పర్యాయాలు
position గతి
that అది
vegetables కూరగాయలు
says చెప్పబడిన
swamy స్వామీ
naming నామకరణం
situational నేపథ్య
viewed చూసింది
aditya ఆదిత్య
pandit పండిట్
established స్థాపించాడు
hill రాచకొండ
fish మత్స్య
wear ధరించడం
star తార
light దీపాల
field రంగానికి
chronic దీర్ఘ
tennis టెన్నీస్
stool పీఠిక
houses ఇళ్ళు
peacefully శాంతియుతంగా
leaves ఆకుల
possible వీలున్న
culture కల్చర్
before పుట
call పిలవబడే
balls ఉండలు
prize బహుమతి
hope అభిలాష
completing చేస్తున్నాయి
university విశ్వవిద్యాలయము
hall హాల్
growing పెరిగి
pallavi పల్లవి
world ప్రపంచంలో
books గ్రంధులు
main పరమ
brahmaputra బ్రహ్మపుత్ర
pickle పచ్చడి
tooth పన్ను
mac లభ్యం
script శైలిని
feeling వేయడం
input పుట్
resignation రాజీనామా
keep ఉంచి
pole ధృవ
current ప్రస్తుతపు
follow పాటించే
organized నిర్వహించాడు
actions చర్యలు
implemented ఆచరణలో
swamy స్వామి
misunderstandings భేదాలు
others ఇతరుల
bottom అడుగున
earth భూ
arrange కూర్పు
caste ప్రజాతి
king రాజైన
performance ప్రదర్శనలు
acting నటనా
changes మార్పులు
taking తీసుకోవటం
horizontal ధమని
movies చిత్రాలను
amari అమరి
changes మారుతూ
centre మధ్యస్థ
mixture మిశ్రమ
become గాంచింది
concentrated కేంద్రీకృతమై
baldwin బళ్ళు
happy ఆనంద
places ప్రాంతాలు
characteristic గుణం
amaravati అమరావతి
freedom స్వేఛ్చ
blessed శివుడిని
later పిదప
place స్థలం
influence ప్రాబల్యం
fight పోటీలు
image ఛాయా
peace భాగములుగా
target ధ్యేయం
parties రంగాలు
sarala సరళ
napoleon నెపోలియన్
photo పటము
traditions సంప్రదాయాలను
dynasties వంశాల
basic కనీస
five అయిదు
