loss scăderea
turned transformat
mediums mediile
relative relativ
passed trecea
specialty specialitate
account seamă
points puncte
artificial artificială
temporary temporară
had iau
present prezență
pavilion pavilionul
elders bătrâni
extensive extinsă
involved implicați
populated populate
soviets sovietici
public publice
determines determină
internal interne
finishing terminarea
mosaic mozaic
used foloseau
buddhist budistă
tea ceaiul
open deschise
close strânsă
passed trecută
tigers tigrului
principal principiul
madam doamna
sky cerul
installment instaurarea
violin vioară
movie filmului
sis încetarea
generals generali
advertise reclama
smallest mici
draw atrage
developed dezvoltat
templars templierilor
results rezultatele
nation națiune
rock stâncă
current actuale
mentioned amintite
losses pierderi
removing înlăturarea
seed sperma
wealth averea
bitter amara
homeland patrie
those acelea
house casa
rediffusion radioficare
understood înțeleasă
digits cifre
contest concurs
island insulă
engine motoarelor
flourishing înfloritoare
limited limitate
philosophy filosofia
group grupul
turks turcilor
democracy democratică
explains explică
search urmărirea
glory glorie
lyric liric
boyars boieri
green verde
mandate mandat
gdp pib
greek grecești
then atunci
form formează
prince domnitorului
vlachs vlahi
third treilea
i mam
critic criticul
growing creștea
played cântat
cause cauză
estimated estimată
western vestic
finances finanțelor
transport transportă
city romanului
vicepresident vicepreședinte
application aplicare
speak vorbi
young tânără
buses autobuze
meaning sensul
sources surse
awards premiilor
dessert deșert
another altă
host gazdă
vessel vasul
remains rămână
licence licență
antena atenei
published publicat
origin originea
participates participa
phrases locuțiuni
proves dovedesc
merging unirea
species speciilor
parties partidele
agriculture agricultura
great celebra
institutions instituțiilor
artists artiștii
are suntem
council consiliu
good bune
from proveniență
dozens zeci
placed așezat
to spre
alife viu
own propria
hold țin
newspaper ziarul
few câtorva
oil ulei
wheat grâu
the intermediul
singer cântăreața
rules norme
very extrem
related înrudită
declare declarând
history geschichte
have au
brother frate
north nordic
answer răspunde
community unitatea
carpathians carpații
front frontului
kings împărați
procedure procedeul
tournaments turnee
waiting aștepta
used obișnuit
review revizuire
communicates comunicații
olympics olimpice
community comunale
seems părea
provided prevăzută
intellectuals intelectuali
tied legate
organ orgă
renaissance renașterea
salt sare
collaboration colaborarea
product produce
name cezar
tongue limbii
actual efectiv
invasion invazie
named numit
pulled tras
technical tehnice
prevention prevenirea
that acela
game jocul
dacia daciei
republic republica
fashion modă
colonial coloniale
dry uscate
gathers adună
working activează
patriotism patria
distinguished disting
berry afin
occupy ocupe
alcohols alcoolii
hero eroului
everyday zilnică
first primul
transformation transformarea
member state
criteria criteriile
became devenit
organized organizată
soloist solist
provinces provinciilor
literature literatură
establishment înființarea
researchers cercetărilor
provide asigure
value valoare
village comuna
lyrics liric
scale scară
tall înalți
usual normal
included cuprindea
stations posturi
rise atinge
after urmele
adverbs adverbe
gates porțile
other altele
english englez
defeated învins
mammal mamiferelor
greeks grecii
sea marine
communist comuniste
similar asemenea
marriage căsătoriei
house case
head cap
mediterranean mediteranei
fault vină
contribute contribuie
student școlar
inhabitants locuitorilor
enough suficientă
old vechime
soldiers soldați
emblems stemele
win câștigă
culture cultură
hundred sută
leaving plecare
soon curând
environments medii
articles articolele
sunset amurg
ottomans otomanii
optical optică
impossible imposibil
range intervalul
pain suferință
different diferit
wrong greșit
months lunile
networks rețelele
equilibrium echilibrul
block bloc
procedure procedura
capacity capacității
attack atacă
external externe
limit limita
tau tatu
planning amenajarea
subjects subiecte
producers producătorii
extending extindere
tron tronului
movement deplasare
while ocazia
mass masă
castle castelul
glory gloria
became format
rules coduri
ways modalități
escape scape
equipment echipamente
assigned atribuite
down coboară
find găseau
accountant contabile
beautiful frumoasă
solar solare
worked funcționat
insignificant minore
arch arc
aesthetic estetică
blend amestecul
spread răspândit
sports sportiv
causes motive
soldiers soldaților
author autorul
western occidentali
motto deviza
guests invitați
flow debitul
level cota
snow nea
still încă
modified modificată
reforms reformele
childhood copilăriei
roman romanice
dedicated dedicat
small micul
feature trăsături
houses găzduiește
classification clasificare
state statale
informing informare
aspects aspectele
conduct desfășurarea
sicily sicilia
obtained dobândit
only unicul
branch ramură
had avusese
identities identității
place loc
look aspectul
something anumit
and iar
location așezării
fifth cincilea
new noul
achievements realizării
important importanți
number nr
searched căutat
to adusă
on privind
soviet sovietic
many multi
life vieți
instructions instrucțiuni
course cursul
close strâns
step treapta
community comunități
phantasy fantezie
reality realității
titles titlu
was fost
different variată
caesar cezar
describe descriu
shore malul
history istoria
hear afle
machine aparatul
voivode voievodul
divine divinitate
steel oțel
room sala
international internațională
holy sfinte
concluded încheiat
lady doamnei
alliance alianța
stamp marcă
text textul
movie film
machine mașină
calculation calculul
actions acțiunii
churches biserici
occupy ocupa
groom mătură
exist există
legislation legislație
reached ajuns
representations reprezentări
lose pierde
produce produsele
communique comunicat
university universitar
uncorrected inedite
variable variabilă
muscle mușchi
name habacuc
aristocracy aristocrației
route calea
lutheran luterană
regard privință
closes închide
mate prietenului
childrens copiilor
in întrun
episode episod
territory regiunilor
borders granițelor
in întru
writer scriitorul
submitted depus
prevents împiedică
universe universului
broom mătură
language limba
facts faptelor
landings așezări
gathering adunare
house domiciliu
regarding referitoare
blue albastre
first primă
stars stelele
neither nici
performed efectuată
tears lacrimi
accounts relatările
subject supusă
count conte
but fund
favorable favorabile
bath baie
expression expresia
athletics atletism
greats marilor
units efective
replaced locuită
land tărâmul
honor onoare
deep adânci
refuses refuză
wishes dorințele
reaction reacție
writer scriitorului
inscribed înscrise
deputies deputaților
on referitor
combine combină
songs melodii
end sfârșit
marks repere
cover acoperă
mounted montate
connect legat
videoclips videoclipuri
values valorile
civilisation civilizație
eighth opta
location localizarea
aware conștient
whatever niciun
elections alegeri
forming formării
right dreaptă
horse calului
losses pierderile
intimate intim
reason rațiunii
shore mal
knowledge cunoștințe
weapons arme
signs încheie
placed plasate
varied variat
enough ajunge
freedom libertatea
bilberry afin
no nici
route traseul
waters apele
more multe
cars mașini
canvas pânză
being ființei
metropolitan mitropoliei
bohemia boemia
being fiind
same fel
return întoarcă
many multe
hydrogen hidrogen
grown mărit
duke ducele
poem poezie
crossed străbătut
atoms atomi
meeting adunare
always întotdeauna
relief reliefului
other altul
aegean egee
violence violentă
phases faze
accordingly corespunzător
which care
corners colțurile
thanks grație
become devină
combined reunite
flourished înflorit
republic republici
hydrographic hidrografică
emitted emise
recognized recunoscută
populous populat
predominates predomină
rihanna rihannei
saudi saudită
shows reiese
promotion promovare
obtained obțin
conservative conservatoare
age epoca
queen reginei
count numără
president președinte
telephone telefon
states statelor
lanes benzi
varies diferă
unite unesc
so atît
producing producătoare
infections infecții
tourists turiștii
no nu
name galileo
designed proiectată
legislation legislația
representation reprezentarea
superior superioare
unit aparatului
meds medicamente
transmits transmite
astronomy astronomia
covered cuprinsă
loved iubită
philosopher filozoful
executive executiv
safety securitate
publishing publica
activities activitățile
conventional convențional
occur apară
eagle acvila
official oficiale
